id,name,facility_type,street,city,state,zip,county,latitude,longitude,accepts_septage,accepts_grease_trap,accepts_portable_toilet,pricing_notes,phone,email,website,frs_id,npdes_id,state_permit_id,first_seen_at,last_seen_at
1696ff81-10f0-414d-a116-24c2ebb18261,Weyerhaeuser ? Elkin OSB Mill WWTF,private_regional_septage_facility,,,NC,,Surry,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0005555%22%7D,,,WQ0005555,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
16a0a2de-542c-408d-ad25-fb34cd0066f2,Toi Toi USA(Charlotte),private_regional_septage_facility,2201 Stafford st Ext,Monroe,NC,,Mecklenburg,35.006555455544,-80.526210295429,Unknown,Unknown,Yes,,(704) 903-2203,,,,,NCS-01512,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
16b81850-2270-406a-b994-dc3b03fa4ecd,City of Raleigh Class B Residuals Program,land_application_site,,,NC,,Wake,,,Yes,No,Yes,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0001730%22%7D,,,WQ0001730,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
16f01d89-a208-4555-9b24-2178fd909013,Restroom Trailer Solutions (Gastonia),private_regional_septage_facility,PO Box 22033,Savannah,NC,,Gaston,,,Unknown,Unknown,Yes,,866.-65.3255,,,,,NCS-01470,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
16fd213a-f48d-49e9-a711-d9ba5dd1741f,Duvaltex RLAP,land_application_site,,,NC,,Surry,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0013982%22%7D,,,WQ0013982,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1708b890-ee7f-4b32-b308-31b347650da1,CITY OF WOODVILLE TRANSFER STATION FACILITY,transfer_station,,,,,TYLER,30.7843,-94.3559,Unknown,Unknown,Unknown,,,,,,,40013,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
17176e69-80c5-4da8-b3ae-3ca09e1a573e,CTS - South WWTF,private_regional_septage_facility,,,NC,,Pender,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0024053%22%7D,,,WQ0024053,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1720a25d-3755-451e-818e-cbe7c3ff4343,SURE-LOCK COMPOSTING,composting_facility,1300 MISSION RIDGE BLVD,EL PASO,TX,79928,EL PASO,31.721111,-106.249444,Unknown,Unknown,Unknown,,,,,,,100241,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
174c637f-029d-46a3-8593-ac2b431cab1b,WILLIAMSON TRANSFER STATION,transfer_station,,,,,WILLIAMSON,30.5976,-97.56,Unknown,Unknown,Unknown,,,,,,,2398,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
175766b4-258b-431f-87a8-7b5740a92864,R&W Septic Tank Services,private_regional_septage_facility,126 Holly Springs Rd,Newport,NC,,Carteret,34.799931477084,-76.903641998141,Yes,Unknown,Unknown,,(252) 726-7390,,,,,NCS-01186,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
176655e1-3269-4584-92ec-b3f78562029e,CITY OF SILSBEE CITIZENS COLLECTION STATION,transfer_station,735 HWY 92 NORTH,SILSBEE,TX,77656,HARDIN,30.36,-94.15,Unknown,Unknown,Unknown,,,,,,,120080,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1767faaf-95ff-415b-b8dc-3010b25e468c,Cross Culture at Leesville Road WWTF,private_regional_septage_facility,,,NC,,Durham,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0003298%22%7D,,,WQ0003298,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
176c8eb8-934c-4cb9-a632-dbe439457ce5,Reliable Onsite Services,private_regional_septage_facility,791 East 64th Avenue,Denver,NC,,Mecklenburg,,,Unknown,Unknown,Unknown,,(704) 345-4273,,,,,NCS-01432,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
177939be-b1b7-448f-932e-fcc05f271879,Affordable Oils of America LLC,private_regional_septage_facility,1334 E Western Blvd #3,Jacksonville,NC,,Onslow,34.786596043303,-77.401512812115,Unknown,Unknown,Unknown,,,,,,,NCS-01237,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1816cbc6-89c3-419e-86b6-8822162044b7,DIRT CHEAP MULCH 1,composting_facility,4460 FM 1960 RD E,HUMBLE,TX,77346-3727,Harris,29.99931,-95.20672,Unknown,Unknown,Unknown,,,,,110034229902,TXR05GU71,100113,2026-06-13 02:11:17.851089+00:00,2026-06-13 02:19:52.391210+00:00
184c5aea-376f-4214-96ae-81907aa47b3f,Parcel No. 63577 Hickory Trace Ln. SFR,private_regional_septage_facility,,,NC,,Chatham,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0011826%22%7D,,,WQ0011826,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
18551927-3897-4b41-9d20-21da5e60cf0b,Sprinkle Septic Tank,private_regional_septage_facility,PO Box 37,Rural Hall,NC,,Forsyth,,,Yes,Unknown,Unknown,,(336) 924-8677,,,,,NCS-00052,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
18563a12-88a8-4b30-87d6-b3bcdeb0d132,TRAILER TRASH,composting_facility,1911 HIGHWAY 35 BYP,ARANSAS PASS,TX,78336,ARANSAS,27.943,-97.1455,Unknown,Unknown,Unknown,,,,,,,100057,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
189e66d9-ddc8-4ffc-98ae-4bba81d4fc7d,Town of Jefferson DCAR,land_application_site,,,NC,,Unknown,,,Yes,Yes,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0022155%22%7D,,,WQ0022155,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
18b8209b-c9d2-436a-a9f2-f475c5fef25e,Hensons' Inc. Mulch & More Pineville (formerly 6015TP-COMPOST-),composting_facility,13010 Lancaster Hwy,Pineville,NC,28134,Mecklenburg,35.065235,-80.878004,Unknown,Unknown,Unknown,,(828) 859-5836,,,,,6015-COMPOST-,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
191eeae7-278d-462f-8281-41a3c7fa27b6,The Retreat at Haw River WWTP,potw_receiving_station,,,NC,,Chatham,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0043977%22%7D,,,WQ0043977,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1920d1e7-6221-413b-8538-88da758623e9,Green Mountain Waste Management,private_regional_septage_facility,123 Lyman St.,Asheville,NC,,Randolph,35.584232499111,-82.562801294465,Unknown,Unknown,Yes,,828.-20.3867,,,,,NCS-01880,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
192d17d9-991d-4657-92a0-d5ef9b0e01e2,Rachel Locklear Porta John Service,private_regional_septage_facility,2161 Evergreen Church Rd,Pembroke,NC,,Robeson,34.692380735175,-79.121248045461,Unknown,Unknown,Yes,,(910) 734-1759,,,,,NCS-00834,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1933ea94-66ef-4e07-bd33-d438b087300d,Liquid Environmental Solutions,private_regional_septage_facility,4826 Worth Place,Charlotte,NC,,Mecklenburg,35.275719171176,-80.88225686374,Unknown,Yes,Unknown,,(910) 323-4672,,,,,NCS-01331,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
193fa4a5-c183-408d-8b19-a83896362c9a,"Gann Brothers Septic Tank Service, Inc.",private_regional_septage_facility,191 Percy Lane,Mayodan,NC,,Rockingham,36.429873009493,-80.008774934073,Yes,Yes,Unknown,,(336) 548-2971,,,,,NCS-00404,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1941cd95-80ef-46e5-bdcf-7ec070eed22e,Granville Family Park WWTF,private_regional_septage_facility,,,NC,,Granville,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0004410%22%7D,,,WQ0004410,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
197e1d5c-2198-40d5-9473-6ab90817cd7f,"Shady Knoll Septic Service, LLC",private_regional_septage_facility,213 Shady Knoll Ln,Mocksville,NC,,Davie,35.882920296801,-80.653562493344,Yes,Unknown,Unknown,,(336) 940-7397,,,,,NCS-01757,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
19c784f4-409a-4aec-83b3-387d8219e4a0,Swann Septic LLC,private_regional_septage_facility,698 Old NC Hwy 86 N,Yanceyville,NC,,Caswell,36.407751820236,-79.333844410034,Yes,Unknown,Yes,,(336) 694-4811,,,,,NCS-00061,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
19cfc61e-a477-47a0-b17b-c56e75ba74ff,Kearns Pumping Service,private_regional_septage_facility,PO BOX 115,Troy,NC,,Montgomery,,,Yes,Unknown,Unknown,,(910) 576-0681,,,,,NCS-00637,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1a047ae6-f877-407b-a6df-38b97992fae2,Frit Car - Bridgeton WWTF,private_regional_septage_facility,,,NC,,Craven,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0002503%22%7D,,,WQ0002503,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1a0a7ce6-8db9-418c-964f-50b4615fdc9a,"Brite N Clean Portables, LLC.",private_regional_septage_facility,312 N Louisburg Rd,Spring Hope,NC,,Nash,35.955896433553,-78.105931684703,Unknown,Unknown,Unknown,,(252) 883-8024,,,,,NCS-01088,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1a0d9cef-45d2-4700-8875-a23fb6362668,Town of Pollocksville WWTP,private_regional_septage_facility,,,NC,,Jones,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0007283%22%7D,,,WQ0007283,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1a609468-ffcc-4c5f-b27f-762eb64753a7,"Central Septic Tanks, Inc.",private_regional_septage_facility,5115 E NC 10 HWY,Catawba,NC,,Catawba,35.694211133139,-81.086772357356,Unknown,Unknown,Yes,,(828) 244-8248,,,,,NCS-01032,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1a6caaf0-8ac6-47c0-9339-1473e60692c6,ACH Septic Services,private_regional_septage_facility,PO Box 1473,Boone,NC,,Watauga,,,Yes,Unknown,Yes,,(828)616-9985,,,,,NCS-01849,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1a855393-f269-4e7e-be9b-1f88ff4b8084,HST LLC,private_regional_septage_facility,1356 Race Path Church Rd,Mooresboro,NC,,Rutherford,35.289292010085,-81.751314378636,Yes,Unknown,Yes,,(828) 453-0548,,,,,NCS-00703,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1a86e1dd-66c6-44e9-9ba7-95ae18feaa83,U.S. Biosolids Class A Residuals Program,land_application_site,,,NC,,Wilkes,,,Unknown,No,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0038071%22%7D,,,WQ0038071,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1afa97d1-7cf0-44e1-b9b9-938eb8df5f81,Davidson Water DCAR,land_application_site,,,NC,,Davidson,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0031712%22%7D,,,WQ0031712,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1b1db2db-6828-4039-bf69-758a9f48ec8e,RIO BREWSTER WASTE MANAGEMENT,transfer_station,1059 DRY BRANCH RD,LEAKEY,TX,78873,REAL,29.687777,-99.698611,Unknown,Unknown,Unknown,,,,,,,110048,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1b38993a-7511-4414-9684-ef5f5b17e6fd,Engelhard Sanitary District WWTP,private_regional_septage_facility,,,NC,,Hyde,,,Unknown,No,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0017625%22%7D,,,WQ0017625,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1b4954bd-44ed-4377-a123-5e7acba43ee3,Tows Septic Service & Tows Jon Boy LLC,private_regional_septage_facility,PO Box 971,Blue Ridge,NC,,Cherokee,,,Yes,Yes,Yes,,(706) 632-8689,,,,,NCS-00165,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1bc06fa4-8be2-4cb6-a94e-7def076a36fc,Vale Septic Solutions LLC,private_regional_septage_facility,254 Cedar Grove Church Road,Vale,NC,,Lincoln,35.505551157966,-81.43015044533,Yes,Yes,Yes,,(980) 241-4603,,,,,NCS-01739,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1bd20b3c-1abc-4900-b5e8-054cc4a0d4fa,Little Chief Enterprises,private_regional_septage_facility,P.O. Box 85,Maxton,NC,,Robeson,,,Yes,Unknown,Unknown,,(910) 280-2769,,,,,NCS-01465,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1bf6a1df-5280-4616-9508-64d84bcfc05b,Talley Pointe WWTF,private_regional_septage_facility,,,NC,,Person,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0031717%22%7D,,,WQ0031717,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1c04c3e6-1a1c-4a55-a7f6-c55cb6fff0d7,"Donathan Pumping Service, Inc.",private_regional_septage_facility,PO Box 539,Cameron,NC,,Moore,,,Yes,Yes,Yes,,(910) 245-3583,,,,,NCS-00264,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1c0a17ce-d324-41c0-a34d-5c929cafc567,MOBILE MAJIC,transfer_station,2100 ROSELEA DR,BUCHANAN DAM,TX,78609,LLANO,30.76099,-98.46322,Unknown,Unknown,Unknown,,,,,,,110046,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1c313533-5b80-4c93-8416-3c0db2884d0d,McGill - Merry Oaks Compost Facility,composting_facility,634 Christian Chapel Church Road,New Hill,NC,27562,Chatham,35.635021,-79.008011,Unknown,Unknown,Unknown,,(919) 770-4416,,,,,1906-COMPOST-2020,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1c4ffd31-d3f9-4f0a-b720-6123824b7f88,EDWARDS CONSTRUCTION KILGORE LIQUID WASTE PROCESSING FAC,private_regional_septage_facility,2821 SH HWY 42 N,KILGORE,TX,75662,GREGG,32.407222,-94.870277,Yes,Yes,Unknown,,,,,,,2408,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1c5db01f-71f2-4107-a67d-b40b53f68fc5,BEE COUNTY MINERAL CITIZEN COLLECTION CENTER,transfer_station,8654 FM 673,MINERAL,TX,78125,BEE,28.564166,-97.914166,Unknown,Unknown,Unknown,,,,,,,120183,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1c74b6d2-0fbf-43c8-be74-5380df713cab,EAGLE SANITATION,transfer_station,3113 HIGHWAY 19,HUNTSVILLE,TX,77320,WALKER,30.801388,-95.453333,Unknown,Unknown,Unknown,,,,,,,110032,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1cc84990-ecd5-42b7-9dec-669d12923a6e,Watauga Co Transfer Facility,transfer_station,336 Landfill Road,Boone,NC,28607,Watauga,36.22069,-81.63337,Unknown,Unknown,Unknown,,(828) 264-5305,,,,,9503T-TRANSFER-1996,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1cf805a8-1b39-4b8a-bc35-6a13a8ec3d99,Wilkes Road Yard Waste Facility,composting_facility,771 Wilkes Road,Fayetteville,NC,28306,Cumberland,35.023854,-78.876649,Unknown,Unknown,Unknown,,(910) 438-4041,,,,,2610-COMPOST-2011,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1d20096b-2a97-4e76-b4ae-3c91e8c3fd9f,Town of Jackson WWTF,private_regional_septage_facility,,,NC,,Northampton,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0000948%22%7D,,,WQ0000948,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1d7b21e7-7853-4a54-a9f3-d09e3efd5d0d,Town of Apex Reclaimed Water System,potw_receiving_station,,,NC,,Wake,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0021863%22%7D,,,WQ0021863,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1d8707db-0992-438b-ad75-4d364bce6be0,Town of Mooresville SDU,land_application_site,,,NC,,Iredell,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0002378%22%7D,,,WQ0002378,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1dcea1e3-35c8-4503-8f50-5e96bf1f12cd,Kenny Ball Septic & Grading,private_regional_septage_facility,318 E Deep Cr Rd,Bryson City,NC,,Swain,35.438208280941,-83.43953159078,Yes,Unknown,Unknown,,(828) 736-1272,,,,,NCS-01240,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1de34c92-41a6-4e35-9886-4ec2863bd95b,Town of Aulander WWTF,private_regional_septage_facility,,,NC,,Hertford,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0000777%22%7D,,,WQ0000777,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1dee0f22-72c5-4e8d-b9f2-e702a6a7fe56,C Klebs Porta-Johns Septic Cleaning,private_regional_septage_facility,3513 Black Creek Road,Four Oaks,NC,,Johnston,35.477227942167,-78.448513929497,Yes,Unknown,Yes,,(984) 689-8016,,,,,NCS-01748,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1df0ad63-905a-4701-a50c-2cec5d4d2966,MADISON COUNTY PRECINCT 4 CCS,transfer_station,5791 DUGGAN LN,NORTH ZULCH,TX,77872,MADISON,30.868565,-96.014991,Unknown,Unknown,Unknown,,,,,,,120078,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1e1a6b8d-1162-4ba2-85c3-e65c4b7fe296,Triangle Brick - Merry Oaks WWTF,private_regional_septage_facility,,,NC,,Chatham,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0004327%22%7D,,,WQ0004327,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1e2c1646-f8e6-4466-8dd6-334975b8831f,Lake Gaston Campground,private_regional_septage_facility,2 N Riverside Plaza,Chicago,NC,,Warren,,,Unknown,Unknown,Unknown,,(252) 586-4121,,,,,NCS-00900,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1e9e2910-b66f-4535-8b3b-9117132d5aaa,COBBS RECYCLING CENTER,transfer_station,2021 N 44TH ST,WACO,TX,76710,MCLENNAN,31.543494,-97.188243,Unknown,Unknown,Unknown,,,,,,,120115,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1eb031ef-f36b-4ce4-b2b4-63953dbfcc5e,MULCH SITE CCANNA LANE DMS,transfer_station,103 CANNA LN,LAKE JACKSON,TX,77566,BRAZORIA,29.03,-95.45,Unknown,Yes,Unknown,,,,,,,120184,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1ed592c4-fa1f-49bf-a6da-f1f132242c0f,RIO HONDO TYPE V LIQUID WASTE PROCESSING FACILITY,transfer_station,,,,,CAMERON,,,Unknown,Unknown,Unknown,,,,,,,120172,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1eef0017-320d-47d0-801e-6ceeb83f0183,"Riddle Septic Solutions, LLC",private_regional_septage_facility,688 Fowler Rd.,Walnut Cove,NC,,Stokes,36.309473043499,-80.147782843659,Yes,Yes,Unknown,,(336) 709-5014,,,,,NCS-01427,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1efc605c-d4dc-4eec-b0a9-ced58ed94cc3,Camp Oak Hill WWTF,private_regional_septage_facility,,,NC,,Granville,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0002015%22%7D,,,WQ0002015,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1f0da664-ede9-4f64-bee3-4eeacb93fceb,Parcel No. 74102 Mount Pisgah Church Rd. SFR,private_regional_septage_facility,,,NC,,Chatham,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0038895%22%7D,,,WQ0038895,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
1f756c88-780b-43cd-944c-6d4964b7608e,GEOSOURCE FM 3351,composting_facility,249 HIGHWAY 3351 N,BERGHEIM,TX,78004,KENDALL,29.5175,-98.3338,Unknown,Unknown,Unknown,,,,,,,100295,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
1f76030b-391f-4308-8c49-8649e962e9ab,Joseph Laney Septic Cleaning,private_regional_septage_facility,3615 Wolf Pond Rd,Monroe,NC,,Union,34.921242077841,-80.545802688212,Yes,Unknown,Unknown,,(704) 283-1697,,,,,NCS-00597,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
1f778a6e-dbb0-44de-93a1-6c7925e7f214,CITY OF GAINESVILLE TRANSFER STATION FACILITY,transfer_station,601 N INTERSTATE 35,GAINESVILLE,TX,76240,COOKE,33.63,-97.16,No,No,Unknown,,,,,,,1030A,2026-06-13 02:19:41.329224+00:00,2026-06-13 02:19:41.329224+00:00
1fbed95a-ebaa-4614-9c00-5115df1b64f3,Ahoskie Assisted Living WWTF,private_regional_septage_facility,,,NC,,Hertford,,,Unknown,Unknown,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0002096%22%7D,,,WQ0002096,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
1ff9dd8f-c1a4-4750-8dec-c751ed2552ef,Yellow Dog Septic Services,private_regional_septage_facility,2693 McDougald Rd,Lillington,NC,,Harnett,35.398711016714,-78.888497533988,Yes,Unknown,Unknown,,(910) 890-0328,,,,,NCS-01773,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
200478bd-3c3b-4c90-8cab-64c4293d9ca0,M & C Enterprise of Asheville DBA Red Ginger Dimsum & Tapas,private_regional_septage_facility,"82 Patton Ave, Suite 100",Asheville,NC,,Buncombe,35.594364692812,-82.55491409177,Unknown,Unknown,Unknown,,(828) 505-8688,,,,,NCS-01409,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
2091d0a3-b945-44e7-8821-d078bd18de9e,Tough Enough Rodeo ML,private_regional_septage_facility,3441 Morganton Blvd,Lenoir,NC,,Caldwell,35.838047513205,-81.629647653812,Unknown,Unknown,Unknown,,,,,,,NCS-01239,2026-06-13 02:20:07.409760+00:00,2026-06-13 02:20:07.409760+00:00
20c3c438-1ef9-4d06-8388-dfc16db8348c,Town of Jefferson RLAP,land_application_site,,,NC,,Ashe,,,Yes,Yes,Unknown,,,,https://edocs.deq.nc.gov/WaterResources/Search.aspx?dbid=0&searchcommand=%7B%5B%5D%3A%5BID%20%23%5D%3D%22WQ0004166%22%7D,,,WQ0004166,2026-06-13 02:20:02.366830+00:00,2026-06-13 02:20:02.366830+00:00
20d238b9-9f46-41fd-9512-379aebe0f50f,Lake Norman Sewer & Septic Services,private_regional_septage_facility,PO Box 889,Denver,NC,,Lincoln,,,Yes,Unknown,Unknown,,(704) 483-5125,,,,,NCS-01070,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
20e3fda7-15e7-45cd-87b6-11fe0191fc7d,Stevenson Sand,private_regional_septage_facility,672 Blount Road,Elizabeth City,NC,,Pasquotank,36.249251508496,-76.239508676302,Yes,Unknown,Unknown,,252.-33.3004,,,,,NCS-01913,2026-06-13 02:20:14.798453+00:00,2026-06-13 02:20:14.798453+00:00
20e9b296-4c57-4293-b658-bd08f5302da0,WEATHERFORD RENEWALBE NATURAL GAS FACILITY,anaerobic_digester,,,,,PARKER,,,Unknown,Unknown,Unknown,,,,,,,48059,2026-06-13 02:19:41.329224+00:00,2026-06-13 02:19:41.329224+00:00
20f1573a-7fad-44d3-a993-f8401873d82f,CITY OF SAN SABA TRANSFER STATION,transfer_station,303 S CLEAR ST,SAN SABA,TX,76877,SAN SABA,31.20233,-98.68333,Unknown,Unknown,Unknown,,,,,,,40160,2026-06-13 02:19:52.391210+00:00,2026-06-13 02:19:52.391210+00:00
